区域,板块,小区,户型,面积,总价,单价,成交日期,楼层,装修
浦东,周浦,万达广场（周浦）,1室1厅,61.0平米,90万,14754元/平,2015-12-26,中层/27层,精装
浦东,周浦,绿地东上海,2室2厅,91.65平米,286万,31205元/平,2015-12-26,中层/14层,毛坯
浦东,周浦,绿地东上海,2室2厅,91.65平米,286万,31205元/平,2015-12-26,中层/14层,毛坯
浦东,周浦,桃园新城中城苑,2室1厅,71.76平米,142万,19788元/平,2015-12-26,高层/6层,毛坯
浦东,周浦,沈默花苑,3室2厅,126.89平米,295万,23248元/平,2015-12-26,低层/6层,毛坯
浦东,周浦,南郊花园（公寓）,3室2厅,81.62平米,248万,30384元/平,2015-12-26,高层/6层,精装
浦东,祝桥,朗诗未来树,2室1厅,69.07平米,133万,19255元/平,2015-12-26,高层/5层,毛坯
闵行,春申,万科假日风景（公寓）,3室2厅,126.27平米,568万,44982元/平,2015-12-26,低层/11层,精装
闵行,春申,万科假日风景（公寓）,3室2厅,135.27平米,480万,35484元/平,2015-12-26,中层/17层,精装
闵行,春申,万科假日风景（公寓）,3室2厅,126.27平米,568万,44982元/平,2015-12-26,低层/11层,精装
闵行,春申,万科假日风景（公寓）,3室2厅,135.27平米,480万,35484元/平,2015-12-26,中层/17层,精装
闵行,春申,万科假日风景（公寓）,3室2厅,126.27平米,568万,44982元/平,2015-12-26,低层/11层,精装
闵行,春申,万科假日风景（公寓）,3室2厅,135.27平米,480万,35484元/平,2015-12-26,中层/17层,精装
闵行,春申,君莲新城广润苑,2室2厅,84.88平米,230万,27097元/平,2015-12-26,中层/11层,精装
闵行,春申,君莲新城广润苑,1室1厅,59.18平米,150万,25346元/平,2015-12-26,高层/17层,毛坯
闵行,春申,银河新都,2室1厅,74.13平米,197万,26574元/平,2015-12-26,低层/12层,精装
闵行,春申,银河新都,2室1厅,74.13平米,197万,26574元/平,2015-12-26,低层/12层,精装
闵行,春申,江南名邸,3室2厅,112.72平米,442万,39212元/平,2015-12-26,中层/14层,精装
闵行,古美,南方新村,1室1厅,51.77平米,184万,35541元/平,2015-12-26,中层/6层,精装
闵行,古美,南方新村,1室1厅,51.77平米,184万,35541元/平,2015-12-26,中层/6层,精装
闵行,古美,东苑半岛花园（公寓）,3室2厅,112.15平米,405万,36112元/平,2015-12-26,低层/5层,简装
闵行,古美,古美一村,2室1厅,67.16平米,215万,32013元/平,2015-12-26,中层/6层,中装
闵行,古美,古美一村,2室1厅,67.16平米,215万,32013元/平,2015-12-26,中层/6层,中装
闵行,古美,古美西路420弄,2室1厅,55.46平米,188万,33898元/平,2015-12-26,高层/6层,精装
闵行,古美,古美西路420弄,1室1厅,52.3平米,151万,28871元/平,2015-12-26,高层/6层,中装
闵行,古美,古美西路420弄,2室1厅,55.46平米,188万,33898元/平,2015-12-26,高层/6层,精装
闵行,古美,古美西路420弄,1室1厅,52.3平米,151万,28871元/平,2015-12-26,高层/6层,中装
闵行,古美,古美八村,2室1厅,59.85平米,170万,28404元/平,2015-12-26,高层/6层,中装
闵行,古美,古美八村,2室1厅,59.85平米,170万,28404元/平,2015-12-26,高层/6层,中装
闵行,古美,古龙苑,2室1厅,71.89平米,282万,39226元/平,2015-12-26,中层/6层,简装
闵行,古美,古美四村,2室2厅,89.73平米,285万,31761元/平,2015-12-26,高层/6层,中装
闵行,古美,古美四村,2室2厅,89.73平米,285万,31761元/平,2015-12-26,高层/6层,中装
闵行,古美,古美五村,2室1厅,60.93平米,191万,31347元/平,2015-12-26,高层/6层,中装
闵行,古美,古美六村,2室1厅,89.47平米,315万,35207元/平,2015-12-26,高层/6层,中装
闵行,静安新城,东兰兴城,2室2厅,94.96平米,403万,42438元/平,2015-12-26,低层/6层,精装
闵行,静安新城,东兰兴城,2室2厅,94.96平米,403万,42438元/平,2015-12-26,低层/6层,精装
闵行,静安新城,九歌上郡,2室2厅,101.68平米,490万,48190元/平,2015-12-26,高层/12层,精装
闵行,静安新城,九歌上郡,2室2厅,101.68平米,490万,48190元/平,2015-12-26,高层/12层,精装
闵行,静安新城,海上新村,1室1厅,44.46平米,124万,27890元/平,2015-12-26,高层/6层,简装
闵行,静安新城,东兰世茗雅苑,3室2厅,109.33平米,474万,43354元/平,2015-12-26,低层/6层,精装
闵行,静安新城,静安新城（十二区）,2室1厅,77.43平米,266万,34353元/平,2015-12-26,高层/6层,中装
闵行,静安新城,红明一村,3室1厅,71.97平米,233万,32374元/平,2015-12-26,中层/6层,中装
闵行,金虹桥,虹桥花苑,1室2厅,67.73平米,392万,57876元/平,2015-12-26,中层/19层,精装
闵行,金虹桥,海联花苑,2室2厅,83.93平米,369万,43965元/平,2015-12-26,中层/6层,中装
闵行,龙柏,龙柏香榭苑,1室1厅,51.14平米,190万,37152元/平,2015-12-26,中层/11层,精装
闵行,龙柏,紫藤居（公寓）,1室1厅,57.37平米,300万,52292元/平,2015-12-26,高层/11层,中装
闵行,老闵行,枫泽苑,3室2厅,124.5平米,328万,26345元/平,2015-12-26,高层/8层,精装
闵行,老闵行,枫泽苑,3室2厅,124.5平米,328万,26345元/平,2015-12-26,高层/8层,精装
闵行,老闵行,飞碟苑,2室2厅,82.12平米,148万,18022元/平,2015-12-26,高层/6层,精装
闵行,老闵行,沧源小区,2室1厅,59.66平米,115万,19275元/平,2015-12-26,高层/6层,中装
闵行,老闵行,沧源小区,2室1厅,59.66平米,115万,19275元/平,2015-12-26,高层/6层,中装
闵行,老闵行,富仕名邸,2室2厅,92.04平米,199万,21621元/平,2015-12-26,高层/6层,精装
闵行,梅陇,罗阳一村,1室1厅,53.12平米,137万,25790元/平,2015-12-26,低层/6层,毛坯
闵行,七宝,皇都花园（二期）,3室2厅,148.45平米,707万,47625元/平,2015-12-26,高层/20层,精装
闵行,七宝,广海花园,2室2厅,89.5平米,275万,30726元/平,2015-12-26,高层/6层,精装
闵行,七宝,白雪公主,3室2厅,106.47平米,435万,40856元/平,2015-12-26,低层/11层,精装
闵行,七宝,富丽公寓（东区）,2室2厅,89.09平米,279万,31316元/平,2015-12-26,低层/6层,中装
闵行,吴泾,万科阳光苑,2室2厅,92.28平米,198万,21456元/平,2015-12-26,低层/11层,精装
闵行,吴泾,紫竹半岛,4室2厅,84.04平米,472万,56163元/平,2015-12-26,高层/18层,精装
闵行,莘庄,星丰苑,2室1厅,65.11平米,190万,29181元/平,2015-12-26,高层/6层,精装
闵行,莘庄,星丰苑,2室1厅,65.11平米,190万,29181元/平,2015-12-26,高层/6层,精装
闵行,莘庄,团结花苑,2室1厅,77.8平米,225万,28920元/平,2015-12-26,低层/7层,中装
闵行,莘庄,东苑福邸,2室2厅,89.44平米,305万,34101元/平,2015-12-26,中层/15层,毛坯
闵行,莘庄,黎安四村,1室1厅,51.46平米,130万,25262元/平,2015-12-26,高层/6层,中装
闵行,莘庄,报春一村,2室1厅,69.28平米,172万,24826元/平,2015-12-26,中层/6层,中装
闵行,莘庄,水清苑,2室1厅,67.24平米,171万,25431元/平,2015-12-26,高层/6层,精装
闵行,莘庄,水清一村,2室1厅,70.96平米,220万,31003元/平,2015-12-26,高层/6层,中装
闵行,莘庄,华丽家园,3室2厅,114.15平米,370万,32413元/平,2015-12-26,高层/6层,中装
闵行,莘庄,当代艺墅,3室3厅,306.61平米,1150万,37506元/平,2015-12-26,地上2层,精装
闵行,颛桥,春辉新村,2室1厅,75.72平米,153万,20206元/平,2015-12-26,中层/6层,毛坯
闵行,颛桥,鑫都城云天绿洲,1室1厅,55.55平米,150万,27002元/平,2015-12-26,中层/8层,精装
闵行,颛桥,鑫都城云天绿洲,1室1厅,55.55平米,150万,27002元/平,2015-12-26,中层/8层,精装
闵行,颛桥,新金山花园,2室2厅,80.82平米,215万,26602元/平,2015-12-26,中层/6层,精装
闵行,颛桥,日月华庭,2室2厅,96.59平米,197万,20395元/平,2015-12-26,中层/6层,精装
闵行,颛桥,颛溪八村,1室1厅,46.27平米,107万,23125元/平,2015-12-26,低层/6层,简装
闵行,颛桥,颛溪八村,1室1厅,46.27平米,107万,23125元/平,2015-12-26,低层/6层,简装
闵行,颛桥,申莘一村,2室2厅,79.04平米,162万,20495元/平,2015-12-26,高层/6层,中装
闵行,颛桥,金榜新苑,2室2厅,98.4平米,200万,20325元/平,2015-12-26,中层/6层,精装
闵行,颛桥,剑桥景苑,4室2厅,230.68平米,828万,35893元/平,2015-12-26,地上3层,精装
宝山,大华,枫庭丽苑,2室2厅,103.5平米,435万,42028元/平,2015-12-26,高层/11层,精装
宝山,大华,枫庭丽苑,3室2厅,147.08平米,455万,30935元/平,2015-12-26,高层/6层,精装
宝山,大华,枫庭丽苑,2室2厅,103.5平米,435万,42028元/平,2015-12-26,高层/11层,精装
宝山,大华,枫庭丽苑,3室2厅,147.08平米,455万,30935元/平,2015-12-26,高层/6层,精装
宝山,大华,远景佳苑,2室2厅,89.49平米,344万,38440元/平,2015-12-26,高层/6层,精装
宝山,顾村,菊泉新城（陆翔路358弄）,2室2厅,70.87平米,193万,27232元/平,2015-12-26,中层/6层,精装
宝山,顾村,菊泉新城（陆翔路358弄）,2室2厅,70.87平米,193万,27232元/平,2015-12-26,中层/6层,精装
宝山,顾村,古北菊翔苑（菊联路233弄）,1室1厅,53.21平米,145万,27250元/平,2015-12-26,中层/6层,精装
宝山,顾村,古北菊翔苑（菊联路233弄）,1室1厅,53.21平米,145万,27250元/平,2015-12-26,中层/6层,精装
宝山,顾村,菊泉新城（菊泉街39弄）,2室1厅,81.66平米,180万,22042元/平,2015-12-26,高层/14层,精装
宝山,顾村,丰水宝邸（东苑）,3室2厅,93.21平米,183万,19633元/平,2015-12-26,低层/11层,精装
宝山,顾村,保利叶上海三期（公寓）,2室1厅,83.95平米,255万,30375元/平,2015-12-26,高层/33层,毛坯
宝山,顾村,旭辉依云湾（公寓）,3室1厅,91.74平米,232万,25288元/平,2015-12-26,中层/14层,精装
宝山,顾村,好日子大家园B区,2室1厅,75.68平米,182万,24048元/平,2015-12-26,高层/6层,毛坯
宝山,共富,共富二村,2室1厅,63.17平米,147万,23270元/平,2015-12-26,中层/6层,中装
宝山,共富,共富二村,2室1厅,63.17平米,147万,23270元/平,2015-12-26,中层/6层,中装
宝山,高境,嘉骏花苑,2室2厅,81.23平米,280万,34470元/平,2015-12-26,高层/6层,精装
宝山,高境,嘉骏花苑,2室2厅,81.23平米,280万,34470元/平,2015-12-26,高层/6层,精装
宝山,高境,高境一村,1室1厅,45.53平米,135万,29650元/平,2015-12-26,中层/6层,精装
宝山,高境,高境一村,1室1厅,45.53平米,135万,29650元/平,2015-12-26,中层/6层,精装
宝山,高境,象屿郦庭,4室2厅,123.23平米,468万,37977元/平,2015-12-26,高层/13层,豪装
宝山,淞宝,宝钢四村,2室1厅,64.05平米,205万,32006元/平,2015-12-26,高层/5层,精装
宝山,淞宝,宝林六村,2室1厅,51.19平米,148万,28911元/平,2015-12-26,中层/6层,简装
宝山,淞宝,宝林八村,2室1厅,48.71平米,139万,28536元/平,2015-12-26,低层/6层,精装
宝山,淞宝,海滨四村,2室1厅,59.74平米,168万,28121元/平,2015-12-26,中层/6层,豪装
宝山,淞宝,宝钢七村,1室1厅,28.98平米,105万,36231元/平,2015-12-26,中层/5层,中装
宝山,淞宝,宝宸怡秀园,2室2厅,105.85平米,354万,33443元/平,2015-12-26,低层/18层,精装
宝山,上大,锦秋花园（公寓）,2室2厅,95.55平米,260万,27210元/平,2015-12-26,低层/6层,精装
宝山,上大,锦秋花园（公寓）,3室1厅,105.81平米,263万,24855元/平,2015-12-26,高层/6层,中装
宝山,上大,锦秋花园（公寓）,2室2厅,95.55平米,260万,27210元/平,2015-12-26,低层/6层,精装
宝山,上大,锦秋花园（公寓）,3室1厅,105.81平米,263万,24855元/平,2015-12-26,高层/6层,中装
宝山,上大,葑润华庭,2室2厅,85.95平米,250万,29086元/平,2015-12-26,低层/6层,精装
宝山,上大,葑润华庭,2室2厅,85.95平米,250万,29086元/平,2015-12-26,低层/6层,精装
宝山,上大,祁连欣苑,2室2厅,96.71平米,236万,24402元/平,2015-12-26,高层/6层,精装
宝山,上大,祁连三村,2室1厅,68.22平米,173万,25359元/平,2015-12-26,中层/6层,中装
宝山,上大,祁连三村,2室2厅,72.81平米,153万,21013元/平,2015-12-26,高层/6层,中装
宝山,上大,瑞丰园,2室2厅,88.42平米,220万,24881元/平,2015-12-26,低层/11层,精装
宝山,通河,通河八村,1室1厅,46.93平米,125万,26635元/平,2015-12-26,中层/6层,简装
宝山,通河,通河八村,1室1厅,46.93平米,125万,26635元/平,2015-12-26,中层/6层,简装
宝山,杨行,康桥水都（公寓）,2室2厅,105.0平米,234万,22285元/平,2015-12-26,中层/6层,精装
宝山,杨行,康桥水都（公寓）,2室2厅,105.0平米,234万,22285元/平,2015-12-26,中层/6层,精装
宝山,杨行,香逸湾,4室2厅,134.89平米,408万,30246元/平,2015-12-26,低层/12层,精装
宝山,杨行,香逸湾,4室2厅,134.89平米,408万,30246元/平,2015-12-26,低层/12层,精装
宝山,杨行,杨泰二村,2室1厅,73.86平米,169万,22881元/平,2015-12-26,中层/6层,精装
宝山,杨行,杨泰二村,2室1厅,73.86平米,150万,20308元/平,2015-12-26,高层/6层,中装
宝山,杨行,同盛嘉园,1室2厅,67.85平米,175万,25792元/平,2015-12-26,中层/11层,精装
宝山,张庙,泗塘五村,1室0厅,35.42平米,90万,25409元/平,2015-12-26,中层/6层,简装
宝山,张庙,呼玛三村,2室1厅,58.73平米,168万,28605元/平,2015-12-26,高层/6层,中装
宝山,张庙,呼玛三村,2室1厅,58.73平米,168万,28605元/平,2015-12-26,高层/6层,中装
宝山,张庙,昌鑫时代绿园,2室2厅,94.41平米,300万,31776元/平,2015-12-26,高层/6层,中装
宝山,张庙,泗塘二村,2室0厅,48.97平米,115万,23483元/平,2015-12-26,高层/6层,精装
徐汇,华东理工,梅陇三村,1室1厅,37.4平米,122万,32620元/平,2015-12-26,高层/6层,精装
徐汇,华东理工,梅陇六村,1室1厅,40.59平米,127万,31288元/平,2015-12-26,高层/6层,精装
徐汇,华东理工,梅陇七村,1室1厅,47.84平米,158万,33026元/平,2015-12-26,高层/6层,简装
徐汇,华泾,东湾小区,2室1厅,67.23平米,188万,27963元/平,2015-12-26,高层/6层,中装
徐汇,华泾,东湾小区,2室1厅,67.23平米,188万,27963元/平,2015-12-26,高层/6层,中装
徐汇,衡山路,汇贤居,1室0厅,20.0平米,44万,22000元/平,2015-12-26,低层/48层,朝
徐汇,康健,花苑茶花园,2室1厅,58.97平米,230万,39002元/平,2015-12-26,高层/6层,中装
徐汇,康健,康乐小区（徐汇）,1室1厅,39.09平米,158万,40419元/平,2015-12-26,高层/5层,中装
徐汇,康健,康乐小区（徐汇）,1室1厅,39.09平米,158万,40419元/平,2015-12-26,高层/5层,中装
徐汇,康健,花苑村玉兰园,2室1厅,65.52平米,216万,32967元/平,2015-12-26,高层/6层,精装
徐汇,康健,寿山坊,1室1厅,49.72平米,160万,32180元/平,2015-12-26,高层/6层,精装
徐汇,龙华,狮城花苑,2室1厅,70.7平米,230万,32531元/平,2015-12-26,高层/6层,中装
徐汇,田林,田林七村,2室1厅,47.33平米,180万,38030元/平,2015-12-26,低层/6层,简装
徐汇,田林,华利公寓,2室1厅,99.0平米,285万,28787元/平,2015-12-26,低层/28层,中装
徐汇,田林,长春新苑,1室1厅,55.83平米,254万,45495元/平,2015-12-26,中层/6层,精装
徐汇,万体馆,芳草苑（徐汇）,3室1厅,107.76平米,525万,48719元/平,2015-12-26,高层/6层,精装
徐汇,徐汇滨江,樟树苑,2室2厅,108.54平米,418万,38511元/平,2015-12-26,低层/6层,豪装
徐汇,徐家汇,莱诗邸,3室2厅,155.86平米,1170万,75067元/平,2015-12-26,中层/30层,中装
徐汇,徐家汇,四季园,2室2厅,118.06平米,626万,53023元/平,2015-12-26,低层/29层,精装
徐汇,徐家汇,申峰大厦,1室1厅,64.62平米,365万,56484元/平,2015-12-26,中层/26层,精装
徐汇,徐家汇,泰德花苑,2室2厅,111.77平米,650万,58155元/平,2015-12-26,中层/32层,精装
徐汇,徐家汇,凯旋花苑,2室2厅,86.65平米,535万,61742元/平,2015-12-26,低层/28层,中装
徐汇,徐家汇,乐山八九村,2室1厅,59.79平米,355万,59374元/平,2015-12-26,中层/23层,精装
徐汇,徐家汇,明辉苑,3室2厅,111.42平米,735万,65966元/平,2015-12-26,中层/15层,精装
徐汇,斜土路,日晖六村,1室0厅,28.86平米,112万,38808元/平,2015-12-26,中层/5层,精装
徐汇,斜土路,西木小区,1室1厅,39.73平米,181万,45557元/平,2015-12-26,低层/5层,朝南
徐汇,斜土路,零陵路289弄,1室1厅,36.13平米,155万,42900元/平,2015-12-26,中层/5层,精装
徐汇,植物园,华滨家园,3室2厅,123.26平米,484万,39266元/平,2015-12-26,中层/34层,毛坯
徐汇,植物园,罗秀三村,2室1厅,48.97平米,141万,28793元/平,2015-12-26,高层/6层,精装
普陀,长寿路,上海知音苑,2室2厅,117.6平米,703万,59778元/平,2015-12-26,中层/18层,简装
普陀,长寿路,河滨围城,3室2厅,134.31平米,730万,54351元/平,2015-12-26,低层/28层,精装
普陀,长征,真源小区,3室1厅,100.7平米,335万,33267元/平,2015-12-26,高层/7层,中装
普陀,长征,金沙雅苑（三期）,2室2厅,96.63平米,465万,48121元/平,2015-12-26,低层/18层,中装
普陀,甘泉宜川,新宜小区,1室1厅,41.4平米,110万,26570元/平,2015-12-26,高层/6层,中装
普陀,甘泉宜川,新宜小区,1室1厅,41.4平米,110万,26570元/平,2015-12-26,高层/6层,中装
普陀,甘泉宜川,宜川一村,1室1厅,39.12平米,105万,26840元/平,2015-12-26,中层/5层,中装
普陀,甘泉宜川,宜川五村,2室1厅,50.26平米,154万,30640元/平,2015-12-26,高层/6层,精装
普陀,甘泉宜川,宜川五村,2室1厅,50.26平米,154万,30640元/平,2015-12-26,高层/6层,精装
普陀,甘泉宜川,子长小区,2室1厅,48.31平米,153万,31670元/平,2015-12-26,高层/6层,精装
普陀,甘泉宜川,汪家井小区,1室1厅,34.61平米,111万,32071元/平,2015-12-26,低层/6层,中装
普陀,甘泉宜川,甘泉二村,2室1厅,51.74平米,170万,32856元/平,2015-12-26,中层/6层,简装
普陀,甘泉宜川,新泉大厦,2室2厅,93.81平米,275万,29314元/平,2015-12-26,中层/18层,中装
普陀,甘泉宜川,平利路38弄,2室1厅,74.29平米,203万,27325元/平,2015-12-26,低层/15层,简装
普陀,桃浦,桃浦新家园,4室2厅,99.61平米,262万,26302元/平,2015-12-26,高层/6层,豪装
普陀,桃浦,桃浦一村合欢苑,1室1厅,33.02平米,95万,28770元/平,2015-12-26,低层/6层,简装
普陀,桃浦,桃浦一村瑞香苑,2室0厅,50.09平米,124万,24755元/平,2015-12-26,中层/5层,精装
